Home,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
0,0,96,119,36,87,0.414,14,33,0.424,10,12,0.833,15,42,24,4,2,14,21,46,82,0.561,10,21,0.47600000000000003,17,20,0.85,8,39,29,12,9,9,19
0,0,93,108,38,81,0.469,11,26,0.423,6,8,0.75,6,32,25,9,9,15,19,36,85,0.424,13,30,0.433,23,28,0.821,12,46,20,8,9,12,13
0,1,101,95,41,91,0.451,7,27,0.259,12,23,0.522,9,39,21,11,6,12,20,34,81,0.42,10,35,0.28600000000000003,17,24,0.708,13,53,21,7,6,19,19
0,1,104,99,40,82,0.488,7,19,0.368,17,20,0.85,13,48,14,4,4,12,19,32,82,0.39,15,42,0.35700000000000004,20,23,0.87,14,38,15,5,7,10,19
1,0,99,108,40,86,0.465,12,22,0.545,7,11,0.636,9,42,21,2,2,10,17,44,88,0.5,11,23,0.478,9,11,0.818,7,44,29,3,1,8,11
0,0,95,122,40,96,0.41700000000000004,7,22,0.318,8,12,0.667,10,37,25,11,7,9,19,44,81,0.5429999999999999,13,31,0.419,21,27,0.778,9,49,31,7,8,13,13
1,1,109,95,41,79,0.519,12,30,0.4,15,18,0.833,7,40,25,8,6,11,19,32,74,0.43200000000000005,12,31,0.387,19,25,0.76,7,37,19,9,4,11,15
1,0,101,111,37,80,0.46299999999999997,8,23,0.348,19,23,0.826,8,37,23,6,2,9,23,41,85,0.48200000000000004,13,30,0.433,16,24,0.667,16,47,26,5,5,10,19
1,0,96,114,37,86,0.43,9,24,0.375,13,25,0.52,12,42,20,6,2,16,21,41,76,0.539,14,30,0.467,18,24,0.75,6,44,22,11,8,16,21
1,0,111,131,45,87,0.517,7,17,0.41200000000000003,14,18,0.778,16,47,22,1,2,15,19,51,89,0.573,15,32,0.469,14,18,0.778,5,30,25,7,3,3,14
1,0,100,107,40,82,0.488,8,23,0.348,12,16,0.75,8,45,19,6,1,18,14,44,90,0.489,11,26,0.423,8,13,0.615,8,37,23,11,4,10,12
1,0,115,121,42,85,0.494,8,26,0.308,23,28,0.821,10,44,23,9,3,15,25,43,84,0.512,13,31,0.419,22,30,0.733,8,39,28,9,5,17,19
0,0,105,126,43,85,0.506,6,17,0.353,13,22,0.591,10,37,26,12,4,16,24,46,82,0.561,12,31,0.387,22,26,0.846,5,39,29,11,5,15,22
0,0,88,95,33,84,0.39299999999999996,7,30,0.233,15,25,0.6,6,37,22,13,0,13,28,36,86,0.419,9,30,0.3,14,30,0.467,18,59,20,10,6,18,19
1,0,105,120,38,72,0.528,13,21,0.619,16,20,0.8,8,36,19,9,4,19,21,46,81,0.568,12,29,0.414,16,20,0.8,6,29,26,15,4,10,20
0,0,88,106,32,80,0.4,11,27,0.40700000000000003,13,18,0.722,11,44,18,10,3,21,20,39,88,0.44299999999999995,10,34,0.294,18,23,0.7829999999999999,14,49,24,12,5,13,17
0,0,107,112,43,97,0.44299999999999995,10,22,0.455,11,15,0.733,10,42,27,8,3,7,22,38,86,0.442,16,40,0.4,20,25,0.8,11,48,22,4,10,15,14
0,1,89,88,38,81,0.469,5,12,0.41700000000000004,8,14,0.5710000000000001,5,38,17,3,6,13,21,31,82,0.37799999999999995,12,34,0.353,14,18,0.778,7,46,19,8,4,13,19
0,0,98,113,35,82,0.42700000000000005,18,34,0.529,10,11,0.909,6,34,21,5,3,9,20,45,90,0.5,11,25,0.44,12,17,0.706,13,52,33,4,2,7,13
0,1,114,103,46,97,0.474,10,26,0.385,12,14,0.857,14,49,22,7,1,14,21,39,77,0.506,9,25,0.36,16,22,0.727,2,36,26,7,8,15,18
1,0,99,106,43,82,0.524,8,27,0.29600000000000004,5,6,0.833,7,32,23,11,3,16,21,41,83,0.494,13,41,0.317,11,14,0.7859999999999999,9,36,28,8,0,13,12
1,1,104,98,37,84,0.44,11,32,0.344,19,25,0.76,9,45,22,5,5,11,17,32,80,0.4,14,36,0.389,20,24,0.833,9,46,20,6,1,12,21
1,0,100,118,38,90,0.42200000000000004,9,23,0.391,15,21,0.7140000000000001,12,43,25,5,3,12,19,43,88,0.489,15,35,0.429,17,18,0.9440000000000001,9,45,18,10,4,11,21
0,0,106,111,42,88,0.47700000000000004,10,25,0.4,12,17,0.706,15,43,17,12,2,18,23,37,74,0.5,9,24,0.375,28,32,0.875,8,37,29,10,5,16,17
0,1,114,109,47,87,0.54,12,29,0.414,8,12,0.667,5,38,30,6,4,9,19,38,83,0.45799999999999996,15,40,0.375,18,23,0.7829999999999999,4,37,29,4,4,9,15
0,0,91,100,38,87,0.43700000000000006,10,32,0.313,5,8,0.625,9,48,26,8,5,17,20,33,83,0.39799999999999996,14,49,0.28600000000000003,20,22,0.909,7,48,19,10,5,13,14
1,0,107,110,42,91,0.462,12,27,0.444,11,15,0.733,10,44,23,6,4,9,20,38,86,0.442,14,35,0.4,20,24,0.833,10,49,26,6,7,11,16
1,0,108,113,42,94,0.447,13,25,0.52,11,17,0.647,17,48,28,5,5,11,21,41,91,0.451,17,38,0.447,14,20,0.7,12,44,26,5,6,10,18
1,0,100,118,40,84,0.47600000000000003,8,22,0.364,12,13,0.9229999999999999,8,31,22,5,3,14,23,39,76,0.513,7,16,0.43799999999999994,33,36,0.917,8,43,22,11,4,12,14
0,0,99,116,39,88,0.44299999999999995,7,22,0.318,14,15,0.9329999999999999,6,36,20,14,4,12,12,44,84,0.524,15,34,0.441,13,17,0.765,10,47,27,10,2,17,15
1,0,91,98,34,89,0.382,9,30,0.3,14,17,0.8240000000000001,11,48,15,7,7,13,24,34,82,0.415,11,32,0.344,19,29,0.655,11,52,20,9,7,13,19
1,1,102,99,39,86,0.45299999999999996,13,30,0.433,11,11,1.0,7,38,21,5,5,11,18,40,88,0.455,6,21,0.28600000000000003,13,18,0.722,15,48,21,8,7,13,19
1,0,101,114,39,93,0.419,9,28,0.321,14,17,0.8240000000000001,14,39,20,4,5,9,16,47,83,0.5660000000000001,11,26,0.423,9,9,1.0,5,40,26,6,7,16,22
1,1,94,88,36,83,0.434,9,25,0.36,13,15,0.867,13,50,24,7,3,16,21,33,78,0.423,9,29,0.31,13,16,0.813,5,34,17,7,4,14,17
0,0,104,130,39,91,0.429,6,31,0.19399999999999998,20,26,0.769,7,38,26,3,1,3,21,50,89,0.562,15,37,0.405,15,21,0.7140000000000001,8,51,38,2,4,7,17
0,0,101,106,38,93,0.409,12,33,0.364,13,16,0.813,13,49,21,8,6,11,22,38,84,0.452,16,36,0.444,14,18,0.778,5,43,21,5,6,10,15
1,1,123,119,48,94,0.511,8,24,0.33299999999999996,19,25,0.76,8,43,23,6,7,11,21,41,99,0.414,18,43,0.419,19,21,0.905,15,53,26,5,2,14,23
0,1,98,93,36,83,0.434,14,31,0.452,12,17,0.706,11,47,25,7,4,13,16,34,81,0.42,12,26,0.462,13,18,0.722,9,40,21,10,5,11,21
0,0,97,103,37,86,0.43,14,21,0.667,9,14,0.643,3,33,23,11,5,13,30,33,74,0.446,6,24,0.25,31,38,0.816,8,48,21,8,8,15,13
1,0,90,106,40,88,0.455,6,23,0.261,4,9,0.444,8,39,23,7,3,13,21,37,79,0.46799999999999997,14,29,0.483,18,22,0.818,6,44,17,6,5,9,11
1,1,105,90,43,93,0.462,10,21,0.47600000000000003,9,9,1.0,12,51,28,8,9,13,18,33,84,0.39299999999999996,12,36,0.33299999999999996,12,18,0.667,6,40,19,7,2,12,10
1,0,93,104,38,82,0.46299999999999997,7,26,0.26899999999999996,10,10,1.0,7,34,18,7,1,14,16,40,72,0.556,12,22,0.545,12,17,0.706,3,35,23,9,2,15,11
1,0,97,103,38,93,0.409,6,23,0.261,15,19,0.789,10,45,25,6,6,10,22,36,80,0.45,14,40,0.35,17,25,0.68,4,43,25,7,9,10,17
1,0,103,106,42,78,0.5379999999999999,13,31,0.419,6,9,0.667,6,32,27,3,2,18,24,40,80,0.5,8,26,0.308,18,20,0.9,7,34,23,9,4,10,17
1,0,96,112,36,87,0.414,8,28,0.28600000000000003,16,19,0.8420000000000001,11,47,27,5,6,15,23,41,83,0.494,9,26,0.34600000000000003,21,28,0.75,6,42,28,9,6,10,18
0,1,84,83,35,92,0.38,7,24,0.292,7,14,0.5,13,47,17,9,5,10,20,30,75,0.4,7,32,0.21899999999999997,16,25,0.64,10,47,18,5,6,14,15
0,0,94,97,33,89,0.371,11,27,0.40700000000000003,17,23,0.7390000000000001,10,40,20,5,5,10,24,35,77,0.455,6,17,0.353,21,33,0.636,6,52,18,6,5,14,22
0,1,94,93,40,85,0.47100000000000003,6,24,0.25,8,12,0.667,10,42,23,8,5,15,21,37,84,0.44,6,24,0.25,13,18,0.722,12,38,20,7,7,15,12
0,0,85,98,33,81,0.40700000000000003,8,18,0.444,11,17,0.647,12,45,16,4,2,12,24,34,82,0.415,6,27,0.222,24,29,0.828,11,45,18,6,6,8,14
1,1,96,83,38,80,0.475,7,26,0.26899999999999996,13,20,0.65,6,48,22,6,3,11,14,31,82,0.37799999999999995,13,46,0.28300000000000003,8,12,0.667,8,40,11,2,6,14,24
0,1,87,77,38,93,0.409,1,12,0.083,10,16,0.625,14,52,25,8,3,11,14,31,82,0.37799999999999995,8,28,0.28600000000000003,7,9,0.778,8,48,18,3,5,19,15
0,1,117,100,42,76,0.5529999999999999,10,17,0.588,23,30,0.767,8,44,18,6,3,13,20,37,80,0.46299999999999997,9,26,0.34600000000000003,17,18,0.9440000000000001,4,32,19,6,2,9,25
0,0,87,114,30,89,0.337,4,24,0.16699999999999998,23,27,0.852,17,49,19,8,8,17,15,48,84,0.5710000000000001,11,23,0.478,7,14,0.5,6,45,22,9,7,17,24
0,0,94,97,36,90,0.4,9,28,0.321,13,18,0.722,12,44,19,12,8,15,11,36,77,0.46799999999999997,10,22,0.455,15,20,0.75,6,44,21,9,3,19,20
0,0,94,108,36,87,0.414,12,26,0.462,10,20,0.5,12,40,24,8,4,11,14,42,88,0.47700000000000004,11,31,0.355,13,16,0.813,15,54,24,10,6,13,22
1,0,92,112,34,87,0.391,7,24,0.292,17,23,0.7390000000000001,14,46,19,6,8,16,10,43,83,0.518,14,28,0.5,12,16,0.75,5,41,30,11,12,14,20
1,1,108,101,39,83,0.47,9,27,0.33299999999999996,21,26,0.8079999999999999,7,45,31,7,6,15,26,33,80,0.413,8,24,0.33299999999999996,27,42,0.643,11,46,16,11,1,12,20
1,1,112,95,44,88,0.5,11,22,0.5,13,18,0.722,8,43,21,9,4,9,19,37,81,0.457,8,23,0.348,13,22,0.591,11,45,23,5,4,18,16
1,1,120,107,45,84,0.536,15,28,0.536,15,19,0.789,11,39,33,13,3,13,21,42,82,0.512,11,30,0.36700000000000005,12,17,0.706,10,39,20,6,4,17,19
1,0,87,94,34,80,0.425,9,29,0.31,10,11,0.909,9,43,23,8,6,18,15,41,89,0.461,5,18,0.278,7,14,0.5,11,47,27,10,7,13,13
0,1,97,91,35,79,0.44299999999999995,6,26,0.231,21,27,0.778,8,47,18,9,7,12,16,33,81,0.40700000000000003,10,34,0.294,15,18,0.833,5,40,18,7,4,15,23
0,0,86,98,33,79,0.418,7,24,0.292,13,15,0.867,13,45,20,4,4,16,18,39,87,0.44799999999999995,9,18,0.5,11,16,0.688,11,41,27,9,4,6,16
1,1,104,101,34,77,0.442,14,35,0.4,22,28,0.7859999999999999,12,44,23,6,7,13,18,39,89,0.43799999999999994,9,23,0.391,14,21,0.667,13,41,24,7,3,8,22
1,1,96,85,40,89,0.449,10,31,0.32299999999999995,6,6,1.0,14,52,29,7,5,18,17,37,85,0.435,8,30,0.267,3,8,0.375,9,38,21,7,7,15,15
0,0,90,107,35,88,0.39799999999999996,6,24,0.25,14,15,0.9329999999999999,8,39,22,10,5,15,23,39,81,0.48100000000000004,7,24,0.292,22,24,0.917,7,45,23,7,2,15,18
0,1,106,86,39,81,0.48100000000000004,6,25,0.24,22,25,0.88,8,45,22,8,7,11,19,31,84,0.369,4,25,0.16,20,26,0.769,14,42,20,7,4,14,19
1,1,115,108,43,82,0.524,10,24,0.41700000000000004,19,21,0.905,4,43,27,7,5,10,16,41,85,0.48200000000000004,14,32,0.43799999999999994,12,17,0.706,4,40,25,7,0,11,19
1,1,104,95,38,75,0.507,8,20,0.4,20,24,0.833,5,32,22,9,5,8,17,35,77,0.455,11,22,0.5,14,16,0.875,11,37,21,4,1,17,19
0,1,95,79,31,70,0.44299999999999995,11,27,0.40700000000000003,22,32,0.688,7,43,20,8,5,13,18,30,74,0.405,5,15,0.33299999999999996,14,18,0.778,8,38,19,8,6,16,26
0,0,87,90,31,76,0.408,8,28,0.28600000000000003,17,23,0.7390000000000001,8,39,14,11,9,17,24,37,87,0.425,6,22,0.273,10,21,0.47600000000000003,15,47,21,8,2,20,19
1,1,96,93,35,82,0.42700000000000005,14,31,0.452,12,12,1.0,10,51,30,2,7,16,20,35,85,0.41200000000000003,8,27,0.29600000000000004,15,24,0.625,7,42,15,8,2,10,22
1,1,117,105,46,87,0.529,13,25,0.52,12,14,0.857,10,34,30,6,7,11,14,39,72,0.542,18,34,0.529,9,12,0.75,6,29,28,7,4,18,17
1,1,105,102,38,81,0.469,8,27,0.29600000000000004,21,24,0.875,14,46,16,6,3,13,14,38,83,0.45799999999999996,11,38,0.289,15,17,0.882,11,39,14,10,0,14,22
0,1,104,101,40,87,0.46,6,19,0.316,18,25,0.72,18,52,18,5,6,15,23,35,80,0.43799999999999994,7,25,0.28,24,30,0.8,10,40,11,4,1,10,21
0,0,89,95,35,87,0.402,7,28,0.25,12,19,0.632,10,49,20,4,5,10,11,38,89,0.42700000000000005,9,24,0.375,10,12,0.833,8,49,17,8,2,6,19
0,0,109,124,46,94,0.489,10,26,0.385,7,13,0.5379999999999999,12,39,22,10,5,17,17,43,91,0.473,18,50,0.36,20,25,0.8,12,45,20,15,3,13,16
1,1,98,96,39,86,0.45299999999999996,5,25,0.2,15,18,0.833,9,41,14,5,2,7,14,39,80,0.488,10,28,0.35700000000000004,8,9,0.889,4,38,23,4,4,9,16
1,1,109,91,40,82,0.488,9,24,0.375,20,25,0.8,8,45,22,7,4,16,19,37,84,0.44,9,29,0.31,8,16,0.5,8,42,21,12,4,17,23
0,0,89,100,34,78,0.436,10,21,0.47600000000000003,11,16,0.688,5,38,14,7,3,14,21,34,74,0.45899999999999996,12,26,0.462,20,24,0.833,5,41,18,7,4,12,18
0,1,108,99,44,88,0.5,11,23,0.478,9,11,0.818,7,44,29,3,1,8,11,40,86,0.465,12,22,0.545,7,11,0.636,9,42,21,2,2,10,17
1,1,109,97,41,80,0.513,7,16,0.43799999999999994,20,24,0.833,5,43,18,7,5,12,14,39,93,0.419,12,32,0.375,7,9,0.778,12,45,23,5,0,13,18
1,1,119,107,41,80,0.513,9,20,0.45,28,39,0.718,10,43,28,2,4,9,18,41,90,0.456,5,14,0.35700000000000004,20,22,0.909,12,44,31,6,8,9,26
0,0,79,93,31,84,0.369,5,26,0.192,12,13,0.9229999999999999,10,46,18,8,5,14,13,36,81,0.444,8,24,0.33299999999999996,13,16,0.813,6,45,22,10,1,11,11
0,1,100,91,31,82,0.37799999999999995,10,27,0.37,28,34,0.8240000000000001,14,50,18,11,5,8,17,35,87,0.402,7,22,0.318,14,18,0.778,12,50,21,5,7,14,23
0,0,106,112,39,87,0.44799999999999995,8,25,0.32,20,23,0.87,12,43,15,4,4,15,25,36,80,0.45,7,22,0.318,33,43,0.767,13,45,23,10,5,13,21
0,0,110,111,40,81,0.494,11,23,0.478,19,26,0.731,10,42,26,4,5,14,16,48,92,0.522,8,23,0.348,7,10,0.7,9,38,19,7,5,9,24
0,1,107,100,44,90,0.489,11,26,0.423,8,13,0.615,8,37,23,11,4,10,12,40,82,0.488,8,23,0.348,12,16,0.75,8,45,19,6,1,18,14
0,0,81,93,31,76,0.408,8,20,0.4,11,15,0.733,7,45,21,6,5,20,15,36,87,0.414,13,38,0.342,8,14,0.5710000000000001,12,47,22,15,4,15,17
1,1,112,80,41,79,0.519,14,27,0.519,16,18,0.889,6,43,23,9,3,15,17,29,83,0.349,7,28,0.25,15,17,0.882,11,41,18,9,4,15,16
0,0,99,102,37,87,0.425,8,22,0.364,17,20,0.85,8,37,24,12,5,9,13,40,86,0.465,9,25,0.36,13,14,0.929,11,50,23,8,2,15,23
0,1,100,95,34,82,0.415,9,19,0.474,23,31,0.742,7,42,24,8,4,9,20,35,83,0.42200000000000004,13,36,0.361,12,18,0.667,6,47,23,3,1,14,28
0,0,83,86,31,91,0.341,5,20,0.25,16,20,0.8,17,56,18,9,7,12,13,34,85,0.4,9,26,0.34600000000000003,9,14,0.643,9,50,16,8,1,13,19
1,0,86,94,35,82,0.42700000000000005,9,34,0.265,7,12,0.583,10,46,24,8,10,20,14,37,84,0.44,4,19,0.21100000000000002,16,17,0.941,7,41,14,14,1,10,15
1,1,114,102,47,94,0.5,8,28,0.28600000000000003,12,16,0.75,13,45,23,11,4,9,19,35,72,0.486,6,21,0.28600000000000003,26,31,0.8390000000000001,6,41,19,6,3,18,14
0,1,108,85,38,82,0.46299999999999997,10,24,0.41700000000000004,22,25,0.88,11,45,29,9,6,13,19,36,83,0.434,2,18,0.111,11,14,0.7859999999999999,9,41,19,7,4,17,25
1,0,78,97,30,75,0.4,3,24,0.125,15,18,0.833,5,36,20,6,5,9,14,38,79,0.48100000000000004,9,21,0.429,12,18,0.667,12,50,23,5,4,9,20
1,1,113,98,45,90,0.5,11,25,0.44,12,17,0.706,13,52,33,4,2,7,13,35,82,0.42700000000000005,18,34,0.529,10,11,0.909,6,34,21,5,3,9,20
1,1,106,104,46,92,0.5,9,24,0.375,5,5,1.0,13,43,33,4,9,16,15,40,86,0.465,10,23,0.435,14,14,1.0,10,38,22,11,6,13,14
1,0,91,102,35,83,0.42200000000000004,6,24,0.25,15,17,0.882,9,46,21,7,5,16,12,37,83,0.446,14,42,0.33299999999999996,14,17,0.8240000000000001,7,38,20,10,7,9,16
1,0,111,120,44,91,0.484,10,26,0.385,13,18,0.722,11,36,25,9,5,12,27,39,69,0.565,12,23,0.522,30,36,0.833,5,37,26,6,5,17,19
0,0,105,122,43,94,0.457,5,27,0.185,14,19,0.737,11,34,30,8,5,10,13,48,85,0.565,12,27,0.444,14,15,0.9329999999999999,11,44,35,5,6,16,18
0,0,99,101,38,85,0.447,6,25,0.24,17,25,0.68,8,44,23,5,8,11,24,35,84,0.41700000000000004,11,24,0.45799999999999996,20,30,0.667,9,43,15,7,5,9,24
0,0,109,117,44,82,0.537,6,22,0.273,15,22,0.682,10,42,24,6,7,18,22,46,93,0.495,10,32,0.313,15,18,0.833,11,35,29,10,3,11,18
0,0,119,122,43,85,0.506,5,16,0.313,28,39,0.718,11,38,28,4,4,7,20,48,97,0.495,12,32,0.375,14,19,0.737,18,52,33,5,3,11,27
0,1,110,94,38,86,0.442,9,19,0.474,25,32,0.7809999999999999,10,44,22,11,9,9,12,38,91,0.418,8,34,0.235,10,14,0.7140000000000001,13,47,18,8,3,15,24
1,0,116,121,48,99,0.485,9,26,0.34600000000000003,11,14,0.7859999999999999,13,47,23,7,9,11,15,50,99,0.505,9,26,0.34600000000000003,12,15,0.8,12,43,26,7,3,12,17
1,0,112,116,44,98,0.449,7,30,0.233,17,20,0.85,12,50,28,10,5,16,19,40,92,0.435,15,34,0.441,21,27,0.778,10,46,26,10,4,15,21
1,1,100,98,35,76,0.461,6,22,0.273,24,31,0.774,4,36,18,14,4,11,10,42,80,0.525,8,22,0.364,6,9,0.667,6,42,26,8,5,20,22
0,0,107,110,43,95,0.45299999999999996,6,22,0.273,15,18,0.833,10,45,29,7,3,12,20,41,95,0.43200000000000005,8,30,0.267,20,23,0.87,12,49,30,6,12,10,18
0,0,94,104,40,86,0.465,10,20,0.5,4,7,0.5710000000000001,6,43,26,6,3,14,22,39,85,0.45899999999999996,10,28,0.35700000000000004,16,24,0.667,11,49,24,8,4,15,13
0,0,93,109,33,81,0.40700000000000003,11,28,0.39299999999999996,16,23,0.696,7,36,20,5,2,13,17,39,80,0.488,13,44,0.295,18,23,0.7829999999999999,9,50,24,6,4,15,24
1,1,108,72,40,84,0.47600000000000003,9,19,0.474,19,23,0.826,11,48,24,10,7,12,13,28,82,0.341,7,23,0.304,9,9,1.0,9,41,16,5,3,20,19
1,1,117,101,49,96,0.51,6,26,0.231,13,14,0.929,14,41,32,11,8,5,17,39,81,0.48100000000000004,7,12,0.583,16,20,0.8,10,34,22,3,2,16,16
1,1,89,75,33,82,0.402,8,23,0.348,15,21,0.7140000000000001,11,48,21,6,5,14,20,30,74,0.405,3,19,0.158,12,16,0.75,2,36,17,7,9,15,24
1,1,98,90,39,79,0.494,7,23,0.304,13,18,0.722,12,42,21,7,10,15,17,35,83,0.42200000000000004,8,25,0.32,12,16,0.75,9,35,27,11,4,12,16
1,1,124,120,47,92,0.511,7,17,0.41200000000000003,23,27,0.852,11,49,21,9,7,13,25,43,88,0.489,11,28,0.39299999999999996,23,29,0.7929999999999999,5,34,24,10,3,15,23
0,0,103,106,41,92,0.446,4,17,0.235,17,21,0.81,20,53,16,4,2,12,17,42,86,0.488,9,27,0.33299999999999996,13,18,0.722,9,37,27,6,6,10,18
0,0,106,116,39,87,0.44799999999999995,10,25,0.4,18,33,0.545,10,37,29,7,5,8,17,46,85,0.541,10,24,0.41700000000000004,14,18,0.778,10,50,33,5,7,16,27
1,1,103,99,34,81,0.42,13,31,0.419,22,30,0.733,14,48,22,13,6,16,18,37,85,0.435,11,30,0.36700000000000005,14,21,0.667,10,43,19,11,3,15,23
1,1,100,83,40,81,0.494,6,17,0.353,14,21,0.667,8,48,19,8,8,8,19,26,77,0.33799999999999997,7,31,0.226,24,29,0.828,8,42,12,3,3,9,19
0,0,110,113,39,88,0.44299999999999995,8,24,0.33299999999999996,24,28,0.857,10,39,24,13,10,12,29,37,82,0.451,5,16,0.313,34,43,0.7909999999999999,12,47,21,8,2,14,23
0,0,112,122,42,97,0.433,9,23,0.391,19,27,0.7040000000000001,15,46,25,7,5,10,20,47,86,0.547,13,24,0.542,15,18,0.833,4,44,32,4,3,13,22
1,1,116,105,47,84,0.56,7,21,0.33299999999999996,15,21,0.7140000000000001,4,36,21,12,3,7,12,42,88,0.47700000000000004,11,28,0.39299999999999996,10,11,0.909,11,40,18,4,5,13,17
1,1,98,85,34,82,0.415,6,27,0.222,24,29,0.828,11,45,18,6,6,8,14,33,81,0.40700000000000003,8,18,0.444,11,17,0.647,12,45,16,4,2,12,24
0,0,98,122,37,92,0.402,8,24,0.33299999999999996,16,19,0.8420000000000001,12,38,22,9,1,17,17,52,88,0.591,5,19,0.263,13,19,0.684,11,51,30,11,5,19,20
1,1,117,100,39,83,0.47,13,29,0.44799999999999995,26,28,0.929,13,49,26,10,4,17,19,37,89,0.41600000000000004,10,32,0.313,16,19,0.8420000000000001,10,39,22,7,2,19,23
1,1,128,94,42,89,0.47200000000000003,13,44,0.295,31,37,0.838,8,51,23,5,10,13,29,32,82,0.39,8,24,0.33299999999999996,22,36,0.611,8,41,18,5,4,20,26
0,0,97,101,34,80,0.425,10,37,0.27,19,24,0.792,5,34,17,11,4,14,30,40,90,0.444,5,20,0.25,16,23,0.696,18,55,19,4,12,20,22
0,0,112,117,43,94,0.457,8,34,0.235,18,19,0.9470000000000001,17,42,30,10,6,16,16,43,77,0.5579999999999999,12,26,0.462,19,22,0.8640000000000001,6,37,32,10,7,17,15
0,1,101,92,40,93,0.43,7,29,0.24100000000000002,14,20,0.7,9,40,27,12,4,12,24,36,79,0.456,3,23,0.13,17,24,0.708,9,49,20,7,6,21,22
0,1,99,85,39,87,0.44799999999999995,8,24,0.33299999999999996,13,17,0.765,8,47,17,10,9,9,14,31,80,0.38799999999999996,8,26,0.308,15,19,0.789,6,38,13,5,7,13,15
0,0,111,129,42,85,0.494,11,31,0.355,16,25,0.64,9,38,20,7,4,13,25,47,88,0.534,16,32,0.5,19,29,0.655,9,43,35,9,4,12,20
0,1,109,100,38,71,0.535,11,30,0.36700000000000005,22,28,0.7859999999999999,5,39,20,9,4,16,27,35,80,0.43799999999999994,8,23,0.348,22,24,0.917,10,33,11,9,5,13,25
1,0,96,107,37,80,0.46299999999999997,5,24,0.20800000000000002,17,27,0.63,9,36,17,7,8,13,24,40,85,0.47100000000000003,11,23,0.478,16,23,0.696,11,46,19,9,3,17,26
1,1,119,114,44,81,0.5429999999999999,13,25,0.52,18,24,0.75,7,37,22,5,0,15,22,40,80,0.5,11,29,0.379,23,28,0.821,8,37,26,10,2,13,23
1,1,122,118,45,98,0.45899999999999996,16,42,0.381,16,23,0.696,10,48,27,8,4,12,24,44,82,0.537,13,31,0.419,17,25,0.68,4,38,31,7,4,13,20
0,0,94,95,32,69,0.46399999999999997,10,24,0.41700000000000004,20,23,0.87,6,36,18,8,8,17,20,35,87,0.402,10,26,0.385,15,19,0.789,15,46,24,9,2,14,18
0,1,129,113,41,78,0.526,14,30,0.467,33,42,0.7859999999999999,5,36,28,11,4,12,30,33,79,0.418,12,39,0.308,35,41,0.8540000000000001,14,48,21,4,4,19,27
0,1,125,116,45,76,0.5920000000000001,16,34,0.47100000000000003,19,20,0.95,6,37,27,8,6,21,20,46,91,0.505,10,27,0.37,14,14,1.0,10,32,31,13,3,14,21
1,1,100,91,40,90,0.444,10,39,0.256,10,14,0.7140000000000001,11,48,20,8,7,7,19,34,81,0.42,11,19,0.579,12,21,0.5710000000000001,8,43,20,5,3,14,12
0,0,100,108,37,87,0.425,14,38,0.368,12,18,0.667,12,42,21,4,10,15,23,43,93,0.462,8,24,0.33299999999999996,14,17,0.8240000000000001,13,47,29,8,7,11,19
0,0,104,107,40,81,0.494,9,30,0.3,15,20,0.75,7,42,17,14,4,18,20,38,83,0.45799999999999996,11,26,0.423,20,27,0.741,10,41,19,10,3,16,18
0,1,112,78,46,84,0.5479999999999999,13,32,0.406,7,9,0.778,11,46,31,10,3,16,22,26,75,0.34700000000000003,6,27,0.222,20,23,0.87,7,32,18,9,1,18,15
1,1,126,113,52,98,0.531,14,32,0.43799999999999994,8,11,0.727,11,39,24,6,2,9,23,37,79,0.46799999999999997,9,19,0.474,30,35,0.857,7,36,26,6,2,12,17
1,1,120,115,48,97,0.495,10,32,0.313,14,21,0.667,12,47,29,6,8,12,18,45,102,0.441,8,26,0.308,17,22,0.773,15,46,21,7,5,10,17
1,1,126,113,44,92,0.478,15,36,0.41700000000000004,23,26,0.885,8,42,30,13,4,15,28,37,75,0.493,9,24,0.375,30,38,0.789,0,35,23,7,4,17,24
0,1,116,107,37,78,0.474,13,31,0.419,29,33,0.879,10,36,21,8,3,11,23,41,82,0.5,9,27,0.33299999999999996,16,22,0.727,11,35,24,8,3,16,25
0,1,102,87,39,87,0.44799999999999995,11,37,0.297,13,19,0.684,12,44,22,8,2,13,17,35,73,0.479,10,23,0.435,7,14,0.5,7,42,15,7,6,21,17
0,0,91,96,32,80,0.4,7,29,0.24100000000000002,20,26,0.769,3,43,18,8,6,13,22,34,92,0.37,8,36,0.222,20,24,0.833,14,57,18,6,7,12,20
0,1,115,109,40,92,0.435,9,26,0.34600000000000003,26,31,0.8390000000000001,8,45,16,7,3,6,25,37,83,0.446,8,24,0.33299999999999996,27,34,0.794,10,41,20,3,9,11,24
